GCFID	SpeciesStrain	SpeciesID	SpeciesTaxnonmy	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_003841845.1	Neisseria meningitidis	Neisseria-meningitidis	Neisseria meningitidis	PRJNA224116	SAMN07656417	NWWW00000000.1	na	487	487	Neisseria meningitidis	strain=INS-Nm1143		latest	Contig	Major	Full	2018/11/27	INS-Nm1143	Universidad El Bosque	GCA_003841845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/841/845/GCF_003841845.1_INS-Nm1143	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis
GCF_003995735.1	Neisseria meningitidis	Neisseria-meningitidis	Neisseria meningitidis	PRJNA224116	SAMN03267258	JWOM00000000.1	na	487	487	Neisseria meningitidis	strain=NmLMG672		latest	Scaffold	Major	Full	2019/1/7	ASM399573v1	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	GCA_003995735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/995/735/GCF_003995735.1_ASM399573v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis
GCF_900025555.1	Neisseria meningitidis	Neisseria-meningitidis	Neisseria meningitidis	PRJNA224116	SAMEA2674108	FEWB00000000.1	na	487	487	Neisseria meningitidis	strain=2842STDY5881298		latest	Scaffold	Major	Full	2016/2/10	14324_4#53	SC	GCA_900025555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/025/555/GCF_900025555.1_14324_4_53	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis
GCF_900035465.1	Neisseria meningitidis	Neisseria-meningitidis	Neisseria meningitidis	PRJNA224116	SAMEA2674131	FEYV00000000.1	na	487	487	Neisseria meningitidis	strain=2842STDY5881353		latest	Scaffold	Major	Full	2016/2/10	14555_5#12	SC	GCA_900035465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/035/465/GCF_900035465.1_14555_5_12	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis
GCF_000236515.2	Lactococcus garvieae TB25	Lactococcus-garvieae	Lactococcus garvieae	PRJNA224116	SAMN02471887	AGQX00000000.1	na	1091040	1363	Lactococcus garvieae TB25	strain=TB25		latest	Contig	Minor	Full	2011/12/1	LgarvieTb25_1.0	University of Milan, Department of Food Science and Microbiology	GCA_000236515.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/515/GCF_000236515.2_LgarvieTb25_1.0	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
GCF_001984785.1	Lactococcus lactis subsp. lactis	Lactococcus-lactis	Lactococcus lactis	PRJNA224116	SAMN06277565	MUBH00000000.1	na	1360	1358	Lactococcus lactis subsp. lactis	strain=LMG 19460		latest	Contig	Major	Full	2017/2/5	ASM198478v1	Instituto Superior Tecnico	GCA_001984785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/785/GCF_001984785.1_ASM198478v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
GCF_005864305.1	Lactococcus lactis subsp. lactis	Lactococcus-lactis	Lactococcus lactis	PRJNA224116	SAMN11653947	VBTB00000000.1	na	1360	1358	Lactococcus lactis subsp. lactis	strain=FAM 17927		latest	Contig	Major	Full	2019/5/23	ASM586430v1	Agroscope	GCA_005864305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/864/305/GCF_005864305.1_ASM586430v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
GCF_013395015.3	Lactococcus lactis subsp. lactis	Lactococcus-lactis	Lactococcus lactis	PRJNA224116	SAMN14943687		na	1360	1358	Lactococcus lactis subsp. lactis	strain=G121		latest	Complete Genome	Major	Full	2020/9/17	ASM1339501v3	Helmholtz Center Munich	GCA_013395015.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/395/015/GCF_013395015.3_ASM1339501v3	NA		na	Bacteria	norank	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
GCF_000022005.1	Caulobacter vibrioides NA1000	Caulobacter-vibrioides	Caulobacter vibrioides	PRJNA59307	SAMN02604151		reference genome	565050	155892	Caulobacter vibrioides NA1000	strain=NA1000		latest	Complete Genome	Major	Full	2009/1/16	ASM2200v1	University of Chicago	GCA_000022005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/005/GCF_000022005.1_ASM2200v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
GCF_002310295.2	Caulobacter vibrioides	Caulobacter-vibrioides	Caulobacter vibrioides	PRJNA224116	SAMN06927532		na	155892	155892	Caulobacter vibrioides	strain=CB2		latest	Complete Genome	Major	Full	2018/2/20	ASM231029v2	University of South Carolina	GCA_002310295.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/295/GCF_002310295.2_ASM231029v2	NA	assembly from synonym type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
GCF_002310375.3	Caulobacter vibrioides	Caulobacter-vibrioides	Caulobacter vibrioides	PRJNA224116	SAMN06927530		na	155892	155892	Caulobacter vibrioides	strain=CB13b1a		latest	Complete Genome	Minor	Full	2018/4/25	ASM231037v3	University of South Carolina	GCA_002310375.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/375/GCF_002310375.3_ASM231037v3	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
GCF_019356235.1	Caulobacter vibrioides	Caulobacter-vibrioides	Caulobacter vibrioides	PRJNA224116	SAMN20335708		na	155892	155892	Caulobacter vibrioides	strain=CB S2B lysogen		latest	Complete Genome	Major	Full	2021/7/27	ASM1935623v1	University of South Carolina	GCA_019356235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/356/235/GCF_019356235.1_ASM1935623v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter vibrioides
GCF_000748325.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000216	Salmonella-enterica	Salmonella enterica	PRJNA224116	SAMN01942319	JRDI00000000.1	na	1173469	28901	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000216	strain=CFSAN000216		latest	Contig	Major	Full	2014/9/5	CFSAN000216_01.0	FDA	GCA_000748325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/748/325/GCF_000748325.1_CFSAN000216_01.0	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_002031705.1	Salmonella enterica subsp. enterica serovar Schwarzengrund	Salmonella-enterica	Salmonella enterica	PRJNA224116	SAMN02367908	MXHL00000000.1	na	340190	28901	Salmonella enterica subsp. enterica serovar Schwarzengrund	strain=BCW_2098		latest	Contig	Major	Full	2017/3/17	ASM203170v1	University of California at Davis	GCA_002031705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/031/705/GCF_002031705.1_ASM203170v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_002047515.1	Salmonella enterica subsp. enterica serovar Inverness	Salmonella-enterica	Salmonella enterica	PRJNA224116	SAMN03264912	MZDX00000000.1	na	913074	28901	Salmonella enterica subsp. enterica serovar Inverness	strain=52-2211		latest	Contig	Major	Full	2017/3/20	ASM204751v1	University of California at Davis	GCA_002047515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/047/515/GCF_002047515.1_ASM204751v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_019334925.1	Salmonella enterica subsp. enterica serovar Javiana	Salmonella-enterica	Salmonella enterica	PRJNA224116	SAMN18864013	JAHWWS000000000.1	na	363569	28901	Salmonella enterica subsp. enterica serovar Javiana	strain=SVJ726		latest	Scaffold	Major	Full	2021/7/25	ASM1933492v1	Food and Drug and Administration	GCA_019334925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/334/925/GCF_019334925.1_ASM1933492v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
GCF_002197045.1	Sinorhizobium meliloti	Sinorhizobium-meliloti	Sinorhizobium meliloti	PRJNA224116	SAMN07175165		na	382	382	Sinorhizobium meliloti	strain=Rm41		latest	Complete Genome	Major	Full	2017/6/16	ASM219704v1	University of Minnesota	GCA_002197045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/197/045/GCF_002197045.1_ASM219704v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
GCF_004002265.1	Sinorhizobium medicae	Sinorhizobium-medicae	Sinorhizobium medicae	PRJNA224116	SAMN07640862	RPJP00000000.1	na	110321	110321	Sinorhizobium medicae	strain=USDA1624		latest	Contig	Major	Full	2019/1/8	ASM400226v1	University of Minneosta	GCA_004002265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/002/265/GCF_004002265.1_ASM400226v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae
GCF_004004015.1	Sinorhizobium medicae	Sinorhizobium-medicae	Sinorhizobium medicae	PRJNA224116	SAMN07640765	RPND00000000.1	na	110321	110321	Sinorhizobium medicae	strain=USDA1150		latest	Contig	Major	Full	2019/1/8	ASM400401v1	University of Minneosta	GCA_004004015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/004/015/GCF_004004015.1_ASM400401v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae
GCF_013315775.1	Sinorhizobium meliloti WSM1022	Sinorhizobium-meliloti	Sinorhizobium meliloti	PRJNA224116	SAMN02597176		na	1041157	382	Sinorhizobium meliloti WSM1022	strain=WSM1022		latest	Chromosome	Major	Full	2020/6/10	ASM1331577v1	University of Warwick	GCA_013315775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/315/775/GCF_013315775.1_ASM1331577v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
GCF_000576165.1	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	Zymomonas-mobilis	Zymomonas mobilis	PRJNA224116	SAMN03081440		na	627343	542	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	strain=CP4 = NRRL B-14023		latest	Complete Genome	Major	Full	2014/2/20	ASM57616v1	Key Laboratory of Resource Biology and Eco-environment of Ministry of Education, Sichuan Key Laboratory of Molecular Biology and Biotechnology	GCA_000576165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/165/GCF_000576165.1_ASM57616v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
GCF_004168345.2	Zymomonas mobilis	Zymomonas-mobilis	Zymomonas mobilis	PRJNA224116	SAMN10875807		na	542	542	Zymomonas mobilis	strain=ZM4*		latest	Complete Genome	Major	Full	2019/3/7	ASM416834v2	Centro de Ciencias Genomicas	GCA_004168345.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/168/345/GCF_004168345.2_ASM416834v2	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
GCF_006539365.1	Zymomonas mobilis subsp. mobilis	Zymomonas-mobilis	Zymomonas mobilis	PRJNA224116	SAMD00097239	BJMW00000000.1	na	120045	542	Zymomonas mobilis subsp. mobilis	strain=NBRC 13756		latest	Contig	Major	Full	2019/6/12	ASM653936v1	National Institute of Technology and Evaluation Biological Resource Center	GCA_006539365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/365/GCF_006539365.1_ASM653936v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
GCF_007829055.1	Zymomonas mobilis	Zymomonas-mobilis	Zymomonas mobilis	PRJNA224116	SAMN11510420	VIVT00000000.1	na	542	542	Zymomonas mobilis	strain=NRRL B-14022		latest	Contig	Major	Full	2019/8/2	ASM782905v1	DOE Joint Genome Institute	GCA_007829055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/829/055/GCF_007829055.1_ASM782905v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
GCF_001700895.1	Buchnera aphidicola (Diuraphis noxia)	Buchnera-aphidicola	Buchnera aphidicola	PRJNA224116	SAMN04288104		na	118101	9	Buchnera aphidicola (Diuraphis noxia)	strain=Host: Diuraphis noxia; Biotype: South African Mutant	SAM	latest	Complete Genome	Major	Full	2016/8/9	ASM170089v1	University of Stellenbosch	GCA_001700895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/895/GCF_001700895.1_ASM170089v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola
GCF_005080885.1	Buchnera aphidicola (Macrosiphoniella sanborni)	Buchnera-aphidicola	Buchnera aphidicola	PRJNA224116	SAMN09980515		na	1241865	9	Buchnera aphidicola (Macrosiphoniella sanborni)	strain=Msa		latest	Chromosome	Major	Full	2019/5/2	ASM508088v1	University of Hawaii	GCA_005080885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/080/885/GCF_005080885.1_ASM508088v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola
GCF_005081185.1	Buchnera aphidicola (Lipaphis pseudobrassicae)	Buchnera-aphidicola	Buchnera aphidicola	PRJNA224116	SAMN09980511		na	1258543	9	Buchnera aphidicola (Lipaphis pseudobrassicae)	strain=Lps		latest	Chromosome	Major	Full	2019/5/2	ASM508118v1	University of Hawaii	GCA_005081185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/081/185/GCF_005081185.1_ASM508118v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola
GCF_900698975.1	Buchnera aphidicola (Cinara splendens)	Buchnera-aphidicola	Buchnera aphidicola	PRJNA224116	SAMEA5379141		na	2518979	9	Buchnera aphidicola (Cinara splendens)	strain=BuCisplendens	3004	latest	Chromosome	Major	Full	2019/2/28	BuCisplendens_Palmer_v1.0	Centre de Biologie pour la Gestion des Populations (CBGP - UMR1062)	GCA_900698975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/698/975/GCF_900698975.1_BuCisplendens_Palmer_v1.0	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola
GCF_000346085.2	Tropheryma whipplei str. Neuro1	Tropheryma-whipplei	Tropheryma whipplei	PRJNA224116	SAMEA2272050	CAUD000000000.2	na	1293500	2039	Tropheryma whipplei str. Neuro1	strain=Neuro1		latest	Scaffold	Major	Full	2013/8/30	ASM34608v2	ebi	GCA_000346085.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/346/085/GCF_000346085.2_ASM34608v2	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Tropherymataceae	Tropheryma	Tropheryma whipplei
GCF_000359145.2	Tropheryma whipplei str. Dig15	Tropheryma-whipplei	Tropheryma whipplei	PRJNA224116	SAMEA2272116	CAAG000000000.2	na	1293896	2039	Tropheryma whipplei str. Dig15	strain=Dig15		latest	Scaffold	Major	Full	2013/12/19	G158	ebi	GCA_000359145.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/145/GCF_000359145.2_G158	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Tropherymataceae	Tropheryma	Tropheryma whipplei
GCF_000359365.1	Tropheryma whipplei str. Dig9	Tropheryma-whipplei	Tropheryma whipplei	PRJNA224116	SAMEA2272148	CAUY000000000.1	na	1294037	2039	Tropheryma whipplei str. Dig9	strain=Dig9		latest	Contig	Major	Full	2013/4/3	ASM35936v1	ebi	GCA_000359365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/365/GCF_000359365.1_ASM35936v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Tropherymataceae	Tropheryma	Tropheryma whipplei
GCF_000359405.1	Tropheryma whipplei str. Bcu26	Tropheryma-whipplei	Tropheryma whipplei	PRJNA224116	SAMEA2272123	CAVB000000000.1	na	1294039	2039	Tropheryma whipplei str. Bcu26	strain=Bcu26		latest	Contig	Major	Full	2013/4/3	ASM35940v1	ebi	GCA_000359405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/405/GCF_000359405.1_ASM35940v1	NA		na	Bacteria	norank	Actinobacteria	Actinomycetia	Micrococcales	Tropherymataceae	Tropheryma	Tropheryma whipplei
GCF_000765945.1	Porphyromonas gulae	Porphyromonas-gulae	Porphyromonas gulae	PRJNA224116	SAMN03004272	JRAT00000000.1	representative genome	111105	111105	Porphyromonas gulae	strain=COT-052 OH3856		latest	Contig	Major	Full	2014/10/10	ASM76594v1	UC Davis	GCA_000765945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/765/945/GCF_000765945.1_ASM76594v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gulae
GCF_002753975.1	Porphyromonas gingivalis	Porphyromonas-gingivalis	Porphyromonas gingivalis	PRJNA224116	SAMN07840081		na	837	837	Porphyromonas gingivalis	strain=KCOM 2801		latest	Complete Genome	Major	Full	2017/11/6	ASM275397v1	Korean Collection for Oral Microbiology	GCA_002753975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/975/GCF_002753975.1_ASM275397v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
GCF_018207015.1	Porphyromonas levii	Porphyromonas-levii	Porphyromonas levii	PRJNA224116	SAMN16729950	JADRFP000000000.1	na	28114	28114	Porphyromonas levii	strain=DD51		latest	Contig	Major	Full	2021/4/29	ASM1820701v1	University of Calgary	GCA_018207015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/207/015/GCF_018207015.1_ASM1820701v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii
GCF_900476255.1	Porphyromonas crevioricanis	Porphyromonas-crevioricanis	Porphyromonas crevioricanis	PRJNA224116	SAMEA87364168		representative genome	393921	393921	Porphyromonas crevioricanis	strain=NCTC12858		latest	Complete Genome	Major	Full	2018/6/17	53750_A02	SC	GCA_900476255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/255/GCF_900476255.1_53750_A02	NA	assembly from synonym type material	na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas crevioricanis
GCF_001593985.1	Clostridium colicanis DSM 13634	Clostridium-colicanis	Clostridium colicanis	PRJNA224116	SAMN04516095	LTBB00000000.1	representative genome	1121305	179628	Clostridium colicanis DSM 13634	strain=DSM 13634		latest	Contig	Major	Full	2016/3/18	ASM159398v1	Goettingen Genomics Laboratory	GCA_001593985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/593/985/GCF_001593985.1_ASM159398v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium colicanis
GCF_011019995.1	Clostridium butyricum	Clostridium-butyricum	Clostridium butyricum	PRJNA224116	SAMN11521272	SWZQ00000000.1	na	1492	1492	Clostridium butyricum	strain=BL-5262-9RE		latest	Contig	Major	Full	2020/2/25	ASM1101999v1	University of Surrey	GCA_011019995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/019/995/GCF_011019995.1_ASM1101999v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum
GCF_013407635.1	Clostridium beijerinckii	Clostridium-beijerinckii	Clostridium beijerinckii	PRJNA224116	SAMN09065117	JACBAC000000000.1	na	1520	1520	Clostridium beijerinckii	strain=DJ321		latest	Contig	Major	Full	2020/7/13	ASM1340763v1	DOE Joint Genome Institute	GCA_013407635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/635/GCF_013407635.1_ASM1340763v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii
GCF_017590765.1	Clostridium perfringens	Clostridium-perfringens	Clostridium perfringens	PRJNA224116	SAMN17106915	JAENQX000000000.1	na	1502	1502	Clostridium perfringens	strain=CHD16270R		latest	Contig	Major	Full	2021/3/26	ASM1759076v1	Church and Dwight	GCA_017590765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/590/765/GCF_017590765.1_ASM1759076v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium perfringens
GCF_000578815.1	Staphylococcus aureus T89906	Staphylococcus-aureus	Staphylococcus aureus	PRJNA224116	SAMN02398797	JERK00000000.1	na	1417105	1280	Staphylococcus aureus T89906	strain=T89906		latest	Scaffold	Major	Full	2014/2/25	Stap_aure_T89906_V1	Broad Institute	GCA_000578815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/578/815/GCF_000578815.1_Stap_aure_T89906_V1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
GCF_000815085.1	Staphylococcus aureus	Staphylococcus-aureus	Staphylococcus aureus	PRJNA224116	SAMN03251898		na	1280	1280	Staphylococcus aureus	strain=ATCC BAA1680		latest	Complete Genome	Major	Full	2015/1/6	ASM81508v1	Longhorn Vaccines & Diagnostics	GCA_000815085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/085/GCF_000815085.1_ASM81508v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
GCF_015273135.1	Staphylococcus epidermidis	Staphylococcus-epidermidis	Staphylococcus epidermidis	PRJNA224116	SAMN15665308	JACGRR000000000.1	na	1282	1282	Staphylococcus epidermidis	strain=R5959		latest	Contig	Major	Full	2020/11/6	ASM1527313v1	University of Queensland	GCA_015273135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/273/135/GCF_015273135.1_ASM1527313v1	NA		na	Bacteria	norank	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
